"Date","Day Traded","UPRO","TECS","EEM","USDU","SOXL","DGRO","TMF","EPI","YCS","EWZ","PUI","CURE","SVXY","$USD","UUP","DBC","SHY","SPXL","ERX","SPXU","TECL","UGL","BTAL","SPXS","TQQQ","EFA","SOXS","QLD","VIXY","GLD","EUO","UVXY","UCO","TNA","TMV","SCHD","VIXM","BIL","USD","SQQQ","AGG","MVV"
"Asset Type","","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Cash","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity"
"2018-11-19","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-"
"2018-11-16","No","-","-","-","-","-","9.3%","14.5%","-","-","-","-","-","17.5%","-","-","-","-","-","-","-","21.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.9%","14.3%","-","-","-","-"
"2018-11-15","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2018-11-14","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2018-11-13","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2018-11-12","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2018-11-09","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","21.4%","-","-","2.9%","-","-","-","-","-","7.1%","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","21.4%","14.3%","-","-","-","-"
"2018-11-08","Yes","-","-","-","-","-","9.3%","-","-","14.3%","-","-","-","21.4%","-","-","2.9%","-","-","-","-","14.3%","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","21.4%","-","-","-","-","-"
"2018-11-07","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","21.4%","-","-","2.9%","-","-","-","-","14.3%","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","21.4%","-","-","-","-","-"
"2018-11-06","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","28.6%","-","-","2.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","21.4%","14.3%","-","-","-","-"
"2018-11-05","Yes","-","-","-","-","14.3%","7.1%","-","-","-","-","-","-","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","21.4%","-","-","-","-","-"
"2018-11-02","Yes","-","-","-","-","-","7.1%","-","-","-","-","-","-","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","7.1%","21.4%","-","-","-","-","-"
"2018-11-01","Yes","-","-","-","-","-","7.1%","-","-","-","14.3%","-","-","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","21.4%","-","-","-","-","-"
"2018-10-31","Yes","-","-","-","-","-","7.1%","-","-","-","14.3%","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","14.3%","-","-","-","-","-"
"2018-10-30","Yes","-","14.3%","-","-","-","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-"
"2018-10-29","Yes","-","-","-","-","28.6%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","42.9%","-","-","-","-","-"
"2018-10-26","Yes","-","-","-","-","28.6%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","42.9%","14.3%","-","-","-","-"
"2018-10-25","Yes","-","-","-","-","28.6%","2.1%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","2.1%","14.3%","14.3%","-","-","-","-"
"2018-10-24","Yes","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","-","-","-","28.6%","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","14.3%","-","-","-","-","-"
"2018-10-23","Yes","-","-","-","-","-","2.1%","-","-","-","-","-","-","17.1%","-","-","-","-","28.6%","-","-","7.1%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","2.1%","14.3%","14.3%","-","-","-","-"
"2018-10-22","Yes","-","-","-","-","-","9.3%","-","-","-","14.3%","-","-","24.3%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","21.4%","14.3%","-","-","-","-"
"2018-10-19","Yes","-","-","-","-","28.6%","2.1%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","2.1%","14.3%","14.3%","-","-","-","-"
"2018-10-18","Yes","-","-","-","-","-","9.3%","-","-","-","14.3%","-","-","28.6%","-","-","2.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","21.4%","14.3%","-","-","-","-"
"2018-10-17","Yes","-","-","-","-","-","9.3%","-","-","-","14.3%","-","-","21.4%","-","-","2.9%","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2018-10-16","Yes","-","42.9%","-","-","-","7.1%","-","-","-","-","-","-","21.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","21.4%","-","-","-","-","-"
"2018-10-15","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2018-10-12","Yes","-","14.3%","-","-","28.6%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.6%","-","-","-","-","14.3%","-","-","-","-","-"
"2018-10-11","Yes","-","-","-","-","28.6%","-","-","-","-","-","-","-","14.3%","-","-","-","-","28.6%","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2018-10-10","Yes","-","-","-","-","28.6%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","42.9%","-","-","-","-","-"
"2018-10-09","Yes","-","-","-","-","42.9%","2.1%","-","-","-","-","-","-","21.4%","-","-","-","-","-","-","-","-","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","2.1%","13.6%","14.3%","-","-","-","-"
"2018-10-08","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","10.7%","-","-","-","-","-"
"2018-10-05","Yes","-","-","-","-","28.6%","2.1%","-","-","-","-","-","-","21.4%","-","-","-","-","-","-","-","-","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","2.1%","13.6%","14.3%","-","14.3%","-","-"
"2018-10-04","Yes","-","-","14.3%","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2018-10-03","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2018-10-02","Yes","-","-","-","-","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","14.3%","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2018-10-01","No","-","-","-","-","14.6%","9.1%","-","-","-","-","-","-","14.2%","-","-","-","-","-","-","-","29.3%","6.9%","3.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","13.1%","-","-","-","-","-"
"2018-09-28","No","-","-","-","-","14.5%","9.2%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","29.0%","7.0%","3.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","13.3%","-","-","-","-","-"
"2018-09-27","No","-","-","-","-","14.4%","9.2%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.9%","7.0%","3.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","13.3%","-","-","-","-","-"
"2018-09-26","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2018-09-25","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2018-09-24","Yes","14.3%","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2018-09-21","No","14.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","64.4%","-","-","-","-","21.4%","-","-","-","-","-"
"2018-09-20","Yes","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","64.3%","-","-","-","-","21.4%","-","-","-","-","-"
"2018-09-19","Yes","14.3%","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2018-09-18","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","14.3%","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2018-09-17","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2018-09-14","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","13.6%","-","-","-","-","-"
"2018-09-13","No","-","-","-","-","14.2%","9.3%","-","-","-","-","-","-","14.5%","-","-","-","-","-","-","-","29.0%","7.2%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.1%","-","-","-","-","-"
"2018-09-12","No","-","-","-","-","13.9%","9.3%","-","-","-","-","-","-","14.5%","-","-","-","-","-","-","-","28.5%","7.3%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.4%","13.5%","-","-","-","-","-"
"2018-09-11","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2018-09-10","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","14.3%","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2018-09-07","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","21.4%","-","-","2.9%","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2018-09-06","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","21.4%","-","14.3%","2.9%","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2018-09-05","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2018-09-04","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","14.3%","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2018-08-31","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","2.9%","9.3%","10.7%","-","-","-","-","-"
"2018-08-30","Yes","-","-","-","-","-","9.3%","-","-","-","14.3%","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2018-08-29","Yes","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","64.3%","-","-","-","-","21.4%","-","-","-","-","-"
"2018-08-28","Yes","-","-","-","-","-","9.3%","2.9%","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","35.7%","-","-","-","-","-","-","-","-","-","-","7.1%","-","-","-","9.3%","21.4%","-","-","-","-","-"
"2018-08-27","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","2.9%","-","-","-","-","-","-","-","35.7%","-","-","-","-","-","-","-","-","-","-","7.1%","-","-","-","9.3%","21.4%","-","-","-","-","-"
"2018-08-24","No","-","-","-","-","-","9.1%","14.3%","-","-","-","-","-","17.0%","-","-","-","-","-","-","-","36.6%","-","3.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.1%","10.4%","-","-","-","-","-"
"2018-08-23","No","-","-","-","-","-","9.2%","14.4%","-","-","-","-","-","17.2%","-","-","-","-","-","-","-","36.0%","-","3.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","10.6%","-","-","-","-","-"
"2018-08-22","No","-","-","-","-","-","9.2%","14.4%","-","-","-","-","-","17.2%","-","-","-","-","-","-","-","35.9%","-","3.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","10.6%","-","-","-","-","-"
"2018-08-21","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2018-08-20","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","14.3%","-","-","-"
"2018-08-17","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2018-08-16","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2018-08-15","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2018-08-14","Yes","-","-","-","-","14.3%","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2018-08-13","No","-","-","-","-","14.4%","9.3%","-","-","-","-","-","-","16.7%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","11.0%","-","-","-","-","-"
"2018-08-10","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2018-08-09","Yes","-","-","-","-","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","10.7%","-","-","-","-","-"
"2018-08-08","Yes","14.3%","-","-","-","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
